[Spindles/C3-A1]
  340.3500	    0.9100
  360.6500	    0.7100
  373.4500	    0.8100
  393.1500	    0.8100
  396.6500	    1.0100
  422.8500	    1.1100
  436.7500	    1.8100
  440.9500	    1.5100
  443.5500	    1.8100
  453.9500	    0.7100
  525.1500	    0.9100
  540.6500	    0.8100
  543.6500	    1.4100
  552.8500	    0.9100
  559.4000	    1.6600
  575.4500	    1.6100
  581.0500	    0.7100
  595.2500	    0.6100
  610.6500	    0.7100
  617.3500	    1.0100
  631.3500	    1.5100
  637.0500	    1.2100
  644.0500	    1.2100
  645.9500	    0.8100
  648.5500	    0.9100
  650.0500	    1.8100
  652.0500	    1.3100
  654.3500	    1.5100
  656.5500	    1.3100
  659.1500	    0.9100
  665.6500	    1.8100
  677.1500	    2.2100
  686.1500	    0.8400
  688.3500	    1.1100
  692.8500	    0.5400
  693.4900	    1.0700
  702.6500	    0.9100
  707.7700	    1.2900
  726.7500	    0.9100
  728.3500	    1.4100
  735.2500	    1.0100
  742.8500	    1.6100
  749.7500	    1.2100
  759.3500	    1.3100
  760.8500	    0.5100
  761.5000	    0.7600
  776.1500	    1.9100
  781.4900	    0.5700
  788.3500	    1.5100
  802.8500	    0.6100
  810.8500	    2.2100
  813.9500	    0.7100
  817.2500	    0.9100
  818.3500	    0.9100
  822.4500	    1.0100
  824.6500	    0.8100
  826.0500	    1.3100
  834.1500	    1.3100
  836.4500	    0.7100
  846.8500	    2.0100
  849.6300	    1.2300
  886.0500	    0.5100
  893.7500	    0.9100
  895.8500	    0.9100
  902.6500	    0.9100
  926.5500	    0.8100
  936.0500	    0.9100
  946.0400	    1.1200
  960.0500	    1.6100
  965.7500	    0.6100
  972.0500	    0.5100
  975.0500	    1.6100
  992.4500	    1.1100
  996.2500	    0.7100
 1001.4500	    0.5100
 1005.1500	    0.5100
 1015.0500	    1.3100
 1020.8500	    1.0100
 1022.2200	    0.5800
 1028.5500	    0.8100
 1041.7500	    0.6100
 1042.5500	    0.6100
 1045.1500	    1.6100
 1057.8500	    0.9100
 1063.9500	    0.7100
 1076.1500	    1.7100
 1079.4500	    1.5100
 1083.2500	    0.6100
 1084.0500	    0.6100
 1086.9500	    1.1100
 1088.8500	    1.7100
 1095.3500	    0.8100
 1124.9500	    0.7100
 1133.3500	    1.5100
 1136.6500	    1.4100
 1140.3500	    1.3100
 1148.8500	    0.6100
 1149.6500	    1.3100
 1154.5500	    1.0200
 1156.3500	    1.5100
 1163.8500	    1.2100
 1169.1500	    1.0100
 1176.3500	    0.9100
 1188.6500	    0.5100
 1193.8500	    2.5100
 1204.3500	    0.7100
 1210.4500	    1.7100
 1214.7500	    1.1100
 1229.5500	    1.2100
 1243.1500	    1.1100
 1246.1500	    1.0100
 1248.8500	    0.7100
 1253.5500	    1.0100
 1256.5500	    0.9100
 1273.1500	    1.0000
 1290.0500	    0.6100
 1291.5500	    0.9100
 1300.3500	    0.5100
 1302.6500	    1.0100
 1310.2500	    0.6100
 1332.7500	    0.5100
 1350.7500	    0.9100
 1356.1500	    1.1100
 1365.7500	    0.7100
 1379.0500	    1.0100
 1386.1500	    0.9100
 1388.7500	    0.5100
 1396.7500	    0.7100
 1403.4500	    0.5100
 1406.1500	    0.8100
 1431.5500	    0.6100
 1434.7500	    0.5400
 1435.4200	    0.5400
 1470.5500	    1.1100
 1478.1500	    0.5100
 1493.8500	    0.6100
 1498.3500	    1.0100
 1500.0500	    0.6100
 1505.2500	    1.2100
 1509.7500	    1.4100
 1520.3500	    1.5100
 1530.4500	    0.8100
 1537.5500	    1.2100
 1555.8500	    0.8100
 1598.4500	    0.9100
 1611.9500	    0.5100
 1634.9500	    1.0100
 1646.6500	    1.5100
 1651.2500	    0.7100
 1655.6500	    0.8100
 1666.1500	    0.7100
 1674.1500	    0.6100
 1693.4500	    0.7100
 1724.7500	    0.9100
 1730.5500	    1.1100
 1735.3500	    0.7100
 1744.9500	    1.4100
 1764.1500	    1.0100
 1796.0500	    0.9100
