[vis1_Spindles/C3-A1]
  282.2400	    0.7200
  311.7200	    1.5400
  340.2800	    0.7200
  366.8300	    0.6500
  373.7400	    0.5000
  393.0400	    0.8700
  396.8000	    0.7000
  402.5400	    0.5700
  422.9100	    0.6100
  437.3500	    1.1100
  441.1300	    0.7800
  443.6300	    1.4600
  453.6700	    0.8000
  525.2800	    0.6700
  528.6100	    0.7800
  532.6100	    0.7200
  540.7600	    0.6300
  544.0900	    0.8000
  553.0000	    0.7200
  560.0400	    0.7800
  576.0700	    0.6500
  580.9800	    0.8000
  610.7000	    0.5700
  617.6500	    0.6100
  631.2200	    1.2400
  637.2200	    1.0200
  652.2200	    0.5000
  654.2800	    1.1300
  656.7000	    1.1500
  665.8900	    0.8500
  678.0400	    0.5900
  686.3300	    0.8300
  688.5900	    0.8500
  693.0400	    0.8900
  702.7000	    0.5700
  708.3300	    0.7600
  726.9100	    0.7600
  728.8700	    0.5200
  735.4600	    0.5400
  743.0900	    0.6700
  795.7800	    0.8000
  811.2400	    1.1500
  826.5700	    0.6500
  834.2200	    0.7800
  836.3900	    0.5900
  847.2600	    1.3500
  893.8700	    0.8000
  896.0900	    0.5200
  926.4600	    0.6500
  960.1100	    1.6700
  975.4300	    1.0900
  992.7200	    0.7200
