[vis1_Spindles/CZ-A1]
   22.0200	    1.1500
   26.0200	    1.4800
   29.8900	    0.7800
   36.5200	    0.6300
   41.4100	    0.9100
   43.7200	    1.3000
   51.0400	    1.0400
   65.0900	    0.9800
   68.2000	    1.3900
  102.0700	    0.9300
  108.9100	    1.2200
  125.9800	    1.6300
  136.6500	    1.2600
  142.3700	    1.0700
  146.1100	    0.9100
  151.0200	    1.3900
  154.1300	    1.7800
  158.3500	    1.5400
  167.5200	    1.0400
  170.7200	    1.3500
  176.7200	    1.2600
  180.7200	    0.8900
  189.3000	    0.8700
  197.3300	    1.4800
  217.5200	    0.8300
  226.4600	    1.2000
  228.8900	    1.4300
  233.5000	    1.8000
  280.9600	    0.9600
  284.7200	    0.9600
  303.3000	    0.9100
  354.1500	    0.9100
  378.2800	    1.3000
  397.5200	    1.3000
  534.7800	    0.5400
  628.5000	    1.4300
  751.3000	    0.8000
  775.5200	    0.8500
  806.7200	    0.8500
  817.4100	    0.5000
  838.0000	    0.3900
  858.2200	    0.6300
  864.2600	    0.8500
  878.4300	    0.7400
