[Spindles/CZ-A1]
   13.7250	    0.8300
   19.9500	    0.9050
   26.2500	    0.8050
   30.3500	    2.2050
   33.1500	    0.6050
   36.3500	    1.2050
   70.9500	    0.7050
   76.3500	    0.8050
   83.4850	    0.6700
   88.7500	    1.2050
  128.2500	    1.1050
  131.9500	    0.8050
  141.1500	    0.7050
  151.9500	    0.7050
  186.3500	    1.0050
  457.0500	    0.5050
  516.2500	    0.9050
  575.1500	    0.5050
  606.1500	    0.5050
  652.8500	    0.6050
  669.1500	    0.8050
  673.8500	    0.9050
  683.1500	    1.0050
  726.9500	    1.3050
  732.1500	    1.6050
  760.3500	    0.5050
  773.5500	    0.7050
  796.9500	    1.0050
  820.8500	    1.2050
  823.9500	    0.8050
  828.6500	    1.0050
  872.9500	    0.5050
  875.2500	    0.7050
  877.4500	    0.7050
  883.8500	    0.5050
  892.4500	    1.1050
  931.2500	    0.8050
  939.6500	    0.8050
  945.9500	    1.1050
  952.3500	    0.7050
  965.7500	    1.0050
  969.8500	    1.0050
  974.2500	    0.7050
 1006.4500	    0.8050
 1010.9500	    1.2050
 1019.1500	    0.7050
 1041.4500	    1.0050
 1043.8500	    0.9050
 1051.7500	    1.0050
 1059.6500	    1.3050
 1073.5500	    0.6050
 1078.8500	    0.6050
 1082.0500	    1.4050
 1107.4500	    0.7050
 1135.8500	    0.6150
 1139.1500	    0.8050
 1149.7500	    0.9050
 1171.9500	    0.7050
 1187.5500	    1.1050
 1190.8500	    1.1900
 1197.2500	    1.1050
 1200.2500	    1.4050
 1216.5500	    0.6050
 1237.3500	    0.8050
 1259.4500	    0.6050
 1329.7500	    0.6050
 1343.7500	    1.1050
 1400.4500	    0.5050
 1407.0500	    1.1050
 1442.8500	    0.6050
 1473.6500	    0.7050
 1476.9500	    0.6050
 1533.6500	    1.1050
 1538.9500	    0.5050
 1551.1500	    0.7050
 1602.3500	    0.6050
 1603.5500	    1.0050
 1632.9500	    1.2050
 1637.4500	    0.6050
 1675.8500	    1.0050
 1681.6500	    1.1050
 1693.7500	    1.1050
 1705.3500	    0.8050
 1732.1500	    0.7050
